Date,Type,Count
2021-07-29,Recovered,273496
2021-07-29,Deaths,4258
2021-07-29,Active,24078
2021-07-30,Confirmed,304202
2021-07-30,Recovered,275212
2021-07-30,Deaths,4324
2021-07-30,Active,24666
2021-07-31,Confirmed,306662
2021-07-31,Recovered,277118
2021-07-31,Deaths,4380
2021-07-31,Active,25164
2021-08-01,Confirmed,308839
2021-08-01,Recovered,278910
2021-08-01,Deaths,4441
2021-08-01,Active,25488
2021-08-02,Confirmed,311349
2021-08-02,Recovered,280868
2021-08-02,Deaths,4508
2021-08-02,Active,25973
2021-08-03,Confirmed,313769
2021-08-03,Recovered,282770
2021-08-03,Deaths,4571
2021-08-03,Active,26428
2021-08-04,Confirmed,316194
2021-08-04,Recovered,284524
2021-08-04,Deaths,4645
2021-08-04,Active,27025
2021-08-05,Confirmed,318755
2021-08-05,Recovered,286365
2021-08-05,Deaths,4727
2021-08-05,Active,27663
2021-08-06,Confirmed,321429
2021-08-06,Recovered,288307
2021-08-06,Deaths,4821
2021-08-06,Active,28301
2021-08-07,Confirmed,324223
2021-08-07,Recovered,290794
2021-08-07,Deaths,4919
2021-08-07,Active,28510
2021-08-08,Confirmed,327038
2021-08-08,Recovered,293357
2021-08-08,Deaths,5017
2021-08-08,Active,28664
2021-08-09,Confirmed,329994
2021-08-09,Recovered,295518
2021-08-09,Deaths,5111
2021-08-09,Active,29365
2021-08-10,Confirmed,336170
2021-08-10,Recovered,298162
2021-08-10,Deaths,5222
2021-08-10,Active,32786
2021-08-11,Confirmed,339092
2021-08-11,Recovered,300406
2021-08-11,Deaths,5340
2021-08-11,Active,33346
2021-08-12,Confirmed,342079
2021-08-12,Recovered,302455
2021-08-12,Deaths,5464
2021-08-12,Active,34160
2021-08-13,Confirmed,345118
2021-08-13,Recovered,304628
2021-08-13,Deaths,5620
2021-08-13,Active,34870
2021-08-14,Confirmed,348270
2021-08-14,Recovered,307345
2021-08-14,Deaths,5775
2021-08-14,Active,35150
2021-08-15,Confirmed,351533
2021-08-15,Recovered,309732
2021-08-15,Deaths,5935
2021-08-15,Active,35866
2021-08-16,Confirmed,358608
2021-08-16,Recovered,312057
2021-08-16,Deaths,6096
2021-08-16,Active,40455
2021-08-17,Confirmed,362074
2021-08-17,Recovered,314340
2021-08-17,Deaths,6263
2021-08-17,Active,41471
2021-08-18,Confirmed,365683
2021-08-18,Recovered,316528
2021-08-18,Deaths,6434
2021-08-18,Active,42721
2021-08-19,Confirmed,369359
2021-08-19,Recovered,318714
2021-08-19,Deaths,6604
2021-08-19,Active,44041
2021-08-20,Confirmed,377973
2021-08-20,Recovered,320810
2021-08-20,Deaths,6790
2021-08-20,Active,50373
2021-08-21,Confirmed,381812
2021-08-21,Recovered,323390
2021-08-21,Deaths,6985
2021-08-21,Active,51437
2021-08-22,Confirmed,385696
2021-08-22,Recovered,342159
2021-08-22,Deaths,7183
2021-08-22,Active,36354
2021-08-23,Confirmed,390000
2021-08-23,Recovered,344381
2021-08-23,Deaths,7366
2021-08-23,Active,36354
2021-08-24,Confirmed,394355
2021-08-24,Recovered,346767
2021-08-24,Deaths,7560
2021-08-24,Active,40028
2021-08-25,Confirmed,403285
2021-08-25,Recovered,348930
2021-08-25,Deaths,7750
2021-08-25,Active,46605
2021-08-26,Confirmed,407768
2021-08-26,Recovered,351069
2021-08-26,Deaths,7948
2021-08-26,Active,48751
2021-08-27,Confirmed,412370
2021-08-27,Recovered,353191
2021-08-27,Deaths,8157
2021-08-27,Active,51022
2021-08-28,Confirmed,416961
2021-08-28,Recovered,355394
2021-08-28,Deaths,8371
2021-08-28,Active,53196
2021-08-29,Confirmed,421557
2021-08-29,Recovered,357598
2021-08-29,Deaths,8583
2021-08-29,Active,55376
2021-08-30,Confirmed,431519
2021-08-30,Recovered,371992
2021-08-30,Deaths,8775
2021-08-30,Active,50752
2021-08-31,Confirmed,436081
2021-08-31,Recovered,374156
2021-08-31,Deaths,8991
2021-08-31,Active,52934
2021-09-01,Confirmed,440302
2021-09-01,Recovered,376216
2021-09-01,Deaths,9185
2021-09-01,Active,54901
